Número de personas en el hogar;Número de perceptores de ingresos en el hogar;Periodo;Total
Diez y más personas;3;2007T1;0,2
Diez y más personas;3;2006T4;1
Diez y más personas;3;2006T3;0,2
Diez y más personas;3;2006T2;1,4
Diez y más personas;3;2006T1;2,2
Diez y más personas;3;2005T4;2,3
Diez y más personas;3;2005T3;2,4
Diez y más personas;3;2005T2;3,1
Diez y más personas;3;2005T1;0,9
Diez y más personas;3;2004T4;0,5
Diez y más personas;3;2004T3;2
Diez y más personas;3;2004T2;2,4
Diez y más personas;3;2004T1;1,7
Diez y más personas;3;2003T4;1
Diez y más personas;3;2003T3;1,1
Diez y más personas;3;2003T2;1,3
Diez y más personas;3;2003T1;1,5
Diez y más personas;3;2002T4;1,5
Diez y más personas;3;2002T3;0,7
Diez y más personas;3;2002T2;1,3
Diez y más personas;3;2002T1;1,2
Diez y más personas;4 y más;2025T4;3
Diez y más personas;4 y más;2025T3;2,9
Diez y más personas;4 y más;2025T2;1,3
Diez y más personas;4 y más;2025T1;2,6
Diez y más personas;4 y más;2024T4;0,8
Diez y más personas;4 y más;2024T3;3,2
Diez y más personas;4 y más;2024T2;1,4
Diez y más personas;4 y más;2024T1;2,5
Diez y más personas;4 y más;2023T4;2,9
Diez y más personas;4 y más;2023T3;3,8
Diez y más personas;4 y más;2023T2;5,6
Diez y más personas;4 y más;2023T1;3,3
Diez y más personas;4 y más;2022T4;2,7
Diez y más personas;4 y más;2022T3;6,9
Diez y más personas;4 y más;2022T2;6,9
Diez y más personas;4 y más;2022T1;6,8
Diez y más personas;4 y más;2021T4;6,4
Diez y más personas;4 y más;2021T3;3,4
Diez y más personas;4 y más;2021T2;2,8
Diez y más personas;4 y más;2021T1;0,3
Diez y más personas;4 y más;2020T4;1,1
Diez y más personas;4 y más;2020T3;1,2
Diez y más personas;4 y más;2020T2;1,6
Diez y más personas;4 y más;2020T1;0,9
Diez y más personas;4 y más;2019T4;1,6
Diez y más personas;4 y más;2019T3;1,6
Diez y más personas;4 y más;2019T2;0,1
Diez y más personas;4 y más;2019T1;1,3
Diez y más personas;4 y más;2018T4;1,9
Diez y más personas;4 y más;2018T3;1,4
Diez y más personas;4 y más;2018T2;1,1
Diez y más personas;4 y más;2018T1;0,6
Diez y más personas;4 y más;2017T4;0,3
Diez y más personas;4 y más;2017T3;0,5
Diez y más personas;4 y más;2017T2;1,4
Diez y más personas;4 y más;2017T1;0,1
Diez y más personas;4 y más;2016T4;0,9
Diez y más personas;4 y más;2016T3;2,1
Diez y más personas;4 y más;2016T2;1,7
Diez y más personas;4 y más;2016T1;2,2
Diez y más personas;4 y más;2015T4;2,4
Diez y más personas;4 y más;2015T3;2,9
Diez y más personas;4 y más;2015T2;2,1
Diez y más personas;4 y más;2015T1;1,6
Diez y más personas;4 y más;2014T4;0,9
Diez y más personas;4 y más;2014T3;0,8
Diez y más personas;4 y más;2014T2;1
Diez y más personas;4 y más;2014T1;1,3
Diez y más personas;4 y más;2013T4;0,8
Diez y más personas;4 y más;2013T3;1,8
Diez y más personas;4 y más;2013T2;1,7
Diez y más personas;4 y más;2013T1;2
Diez y más personas;4 y más;2012T4;1,6
Diez y más personas;4 y más;2012T3;1,1
Diez y más personas;4 y más;2012T2;2,8
Diez y más personas;4 y más;2012T1;3
Diez y más personas;4 y más;2011T4;3,1
Diez y más personas;4 y más;2011T3;3,8
Diez y más personas;4 y más;2011T2;1,3
Diez y más personas;4 y más;2011T1;1,8
Diez y más personas;4 y más;2010T4;3,4
Diez y más personas;4 y más;2010T3;5,2
Diez y más personas;4 y más;2010T2;5,3
Diez y más personas;4 y más;2010T1;5,9
Diez y más personas;4 y más;2009T4;4,5
Diez y más personas;4 y más;2009T3;3,1
Diez y más personas;4 y más;2009T2;2,7
Diez y más personas;4 y más;2009T1;2
Diez y más personas;4 y más;2008T4;7,1
Diez y más personas;4 y más;2008T3;9
Diez y más personas;4 y más;2008T2;6,7
Diez y más personas;4 y más;2008T1;4,6
Diez y más personas;4 y más;2007T4;3,5
Diez y más personas;4 y más;2007T3;4,4
Diez y más personas;4 y más;2007T2;5,3
Diez y más personas;4 y más;2007T1;5,1
Diez y más personas;4 y más;2006T4;4,2
Diez y más personas;4 y más;2006T3;5,4
Diez y más personas;4 y más;2006T2;6,3
Diez y más personas;4 y más;2006T1;5,1
Diez y más personas;4 y más;2005T4;6,7
Diez y más personas;4 y más;2005T3;6,2
Diez y más personas;4 y más;2005T2;7,2
Diez y más personas;4 y más;2005T1;9,4
Diez y más personas;4 y más;2004T4;5,5
Diez y más personas;4 y más;2004T3;5,5
